ukprn,he provider,academic year,surplus_vs_income,staff_vs_income,unrestricted_vs_income,ext_borrow_vs_income,net_assets_vs_expend,current_assets_vs_liability,ops_cash_vs_income,net_liquidity_days,debt_service_ratio,avg_salary,avg_remuneration,academic_salary,ps_staff_salary,uk_vs_total_fees,total_fees_vs_income,fbg_vs_income,research_vs_income,donate_vs_income,reside_cater_vs_income,total_income,tuition_fees,finance_vs_expend,depreciate_amort_vs_expend,staff_vs_expend,capital_vs_expend,total_expenditure,vc_bonus_vs_salary,vc_avg_salary,vc_avg_remunerate,vc_median_salary,vc_median_remunerate,provider region,provider country,russell group filter,pre 92 filter,post 92 filter
10007816.0,The Royal Central School of Speech and Drama,2017/18,0.079,0.542,1.174,0.455,504.488,3.842,0.121,365.648,2.278,32.324,43.584,31.05,34.111,0.629,0.56,0.322,0.007,0.025,0.006,19141.0,10724.0,0.016,0.042,0.588,0.465,17634.0,0.0,5.569,5.071,3.8,4.5,London,England,Non-member,Non-member,Member
10007816.0,The Royal Central School of Speech and Drama,2018/19,0.041,0.567,1.143,0.441,482.072,3.365,0.105,307.655,10.308,33.012,44.444,32.629,33.514,0.585,0.551,0.304,0.018,0.043,0.005,19742.0,10886.0,0.023,0.059,0.592,0.211,18934.0,0.0,5.543,5.152,4.1,4.7,London,England,Non-member,Non-member,Member
10007816.0,The Royal Central School of Speech and Drama,2019/20,0.005,0.607,0.894,0.428,373.157,3.387,0.051,308.626,2.504,37.243,51.2,37.7,36.676,0.572,0.576,0.302,0.024,0.015,0.004,19830.0,11429.0,0.021,0.063,0.61,0.007,19734.0,0.022,6.041,5.508,3.033,3.233,London,England,Non-member,Non-member,Member
10007816.0,The Royal Central School of Speech and Drama,2020/21,-0.07,0.672,0.856,0.429,339.731,3.193,0.138,338.806,3.856,39.009,56.236,31.6,48.27,0.604,0.57,0.322,0.026,0.025,0.0,18833.0,10744.0,0.022,0.057,0.628,0.006,20150.0,0.071,3.973,4.108,3.05,3.25,London,England,Non-member,Non-member,Member
10007822.0,Cranfield University,2016/17,0.019,0.486,0.554,0.134,218.928,0.731,-0.006,-2.603,-0.342,40.379,48.344,,,0.513,0.267,0.119,0.195,0.101,0.062,176359.0,47163.0,0.015,0.066,0.496,0.115,173035.0,0.129,7.083,7.798,0.0,0.0,East of England,England,Non-member,Non-member,Member
10007822.0,Cranfield University,2017/18,-0.062,0.551,0.552,0.138,202.068,0.602,0.027,-19.122,1.904,41.683,54.122,44.201,39.865,0.499,0.308,0.116,0.218,0.019,0.073,168737.0,52048.0,0.011,0.073,0.518,0.089,179252.0,0.0,6.861,6.282,9.2,7.9,East of England,England,Non-member,Non-member,Member
10007822.0,Cranfield University,2018/19,-0.018,0.493,0.377,0.214,148.134,0.71,0.051,6.176,0.549,42.691,54.034,46.473,40.079,0.435,0.32,0.115,0.23,0.037,0.069,183209.0,58575.0,0.011,0.069,0.484,0.099,186496.0,0.131,6.793,7.088,8.0,8.8,East of England,England,Non-member,Non-member,Member
10007822.0,Cranfield University,2019/20,-0.049,0.531,0.231,0.917,92.936,1.844,-0.024,202.63,-0.133,44.458,55.905,47.994,42.071,0.397,0.326,0.111,0.208,0.048,0.052,184561.0,60182.0,0.012,0.077,0.507,0.206,193513.0,0.138,6.186,6.6,8.0,8.2,East of England,England,Non-member,Non-member,Member
10007822.0,Cranfield University,2020/21,-0.055,0.541,0.163,0.877,74.701,1.076,0.044,78.959,0.692,43.108,55.04,48.372,39.607,0.396,0.334,0.125,0.229,0.063,0.041,182748.0,61010.0,0.008,0.087,0.512,0.345,192855.0,0.0,6.055,5.759,8.0,7.0,East of England,England,Non-member,Non-member,Member
10007822.0,Cranfield University,2021/22,-0.068,0.516,0.285,0.781,111.465,0.814,0.011,26.511,1.119,45.458,58.66,54.488,39.923,0.328,0.358,0.106,0.223,0.02,0.071,200313.0,71643.0,0.009,0.094,0.483,0.129,213973.0,0.0,5.94,5.626,7.2,7.3,East of England,England,Non-member,Non-member,Member
10007823.0,Edge Hill University,2016/17,0.162,0.552,1.529,0.274,666.242,3.229,0.249,181.386,7.946,40.843,50.547,,,0.982,0.824,0.043,0.004,0.0,0.084,127365.0,104934.0,0.012,0.061,0.659,0.189,106693.0,0.0,8.153,6.786,0.0,0.0,North West,England,Non-member,Non-member,Member
10007823.0,Edge Hill University,2017/18,0.138,0.562,1.811,0.281,767.031,3.056,0.198,161.286,6.426,38.536,48.841,56.562,26.785,0.98,0.815,0.054,0.007,0.0,0.089,126231.0,102822.0,0.028,0.06,0.652,0.256,108808.0,0.077,6.773,7.166,8.5,10.0,North West,England,Non-member,Non-member,Member
10007823.0,Edge Hill University,2018/19,0.056,0.595,1.729,0.273,668.808,2.795,0.149,162.008,4.842,38.937,49.333,56.291,27.554,0.98,0.798,0.048,0.012,0.0,0.1,123774.0,98809.0,0.027,0.069,0.63,0.116,116804.0,0.178,5.779,6.365,7.8,9.0,North West,England,Non-member,Non-member,Member
10007823.0,Edge Hill University,2019/20,0.027,0.627,1.489,0.266,558.354,3.145,0.088,162.348,2.793,38.601,50.097,57.463,27.138,0.973,0.819,0.055,0.013,0.0,0.071,119296.0,97646.0,0.03,0.063,0.644,0.055,116086.0,0.083,6.217,6.348,8.3,10.0,North West,England,Non-member,Non-member,Member
10007823.0,Edge Hill University,2020/21,0.113,0.584,1.484,0.229,610.894,4.374,0.176,230.211,6.376,38.832,50.695,61.203,26.185,0.985,0.813,0.059,0.01,0.0,0.07,130100.0,105717.0,0.028,0.065,0.658,0.009,115391.0,0.082,6.284,6.411,7.9,9.8,North West,England,Non-member,Non-member,Member
10007823.0,Edge Hill University,2021/22,0.039,0.604,2.14,0.211,812.98,4.337,0.119,243.191,4.607,39.766,52.092,60.952,26.993,0.97,0.786,0.053,0.013,0.0,0.09,132988.0,104581.0,0.025,0.054,0.629,0.008,127794.0,0.081,6.211,6.297,7.9,9.9,North West,England,Non-member,Non-member,Member
10007825.0,Guildhall School of Music and Drama,2016/17,0.071,0.548,0.0,0.0,0.0,,0.0,0.0,,50.089,62.221,,,0.59,0.331,0.178,0.007,0.0,0.05,31928.0,10559.0,0.0,0.0,0.589,0.009,29675.0,0.0,2.815,2.652,0.0,0.0,London,England,Non-member,Non-member,Non-member
10007825.0,Guildhall School of Music and Drama,2017/18,0.04,0.557,0.0,0.0,0.0,,0.0,0.0,,50.941,64.28,58.603,37.118,0.573,0.343,0.181,0.012,0.0,0.048,32987.0,11318.0,0.0,0.0,0.581,0.009,31657.0,0.0,3.278,3.22,6.2,5.3,London,England,Non-member,Non-member,Non-member
10007825.0,Guildhall School of Music and Drama,2018/19,-0.026,0.644,0.0,0.0,0.0,,0.0,0.0,,53.927,68.013,62.444,38.055,0.577,0.331,0.177,0.012,0.0,0.045,33244.0,11020.0,0.0,0.0,0.628,0.004,34095.0,0.0,3.227,3.088,6.3,5.3,London,England,Non-member,Non-member,Non-member
10007825.0,Guildhall School of Music and Drama,2019/20,-0.079,0.698,0.0,0.0,0.0,,0.0,0.0,,57.739,72.936,68.892,39.462,0.589,0.348,0.179,0.011,0.0,0.033,32793.0,11425.0,0.0,0.0,0.647,0.01,35376.0,0.0,3.169,3.044,4.3,4.2,London,England,Non-member,Non-member,Non-member
10007825.0,Guildhall School of Music and Drama,2020/21,-0.042,0.654,0.0,0.0,0.0,,0.0,0.0,,37.84,48.211,40.867,33.078,0.596,0.305,0.164,0.011,0.0,0.033,24459.0,7454.0,0.0,0.0,0.628,0.013,25485.0,0.0,3.383,3.215,4.4,4.3,London,England,Non-member,Non-member,Non-member
10007825.0,Guildhall School of Music and Drama,2021/22,-0.032,0.637,0.0,0.0,0.0,,0.0,0.0,,57.009,72.572,52.394,64.024,0.569,0.321,0.167,0.019,0.0,0.044,36452.0,11687.0,0.0,0.0,0.617,0.041,37624.0,0.0,3.35,3.348,4.15,3.75,London,England,Non-member,Non-member,Non-member
10007832.0,Newman University,2016/17,0.068,0.592,1.393,0.032,545.49,1.312,0.112,87.284,28.113,36.439,45.376,,,0.996,0.796,0.065,0.041,0.0,0.047,24451.0,19459.0,0.001,0.04,0.635,0.395,22789.0,0.0,4.473,4.187,0.0,0.0,West Midlands,England,Non-member,Non-member,Member
10007832.0,Newman University,2017/18,0.022,0.631,1.433,0.256,534.755,2.286,0.006,97.632,0.952,39.785,49.619,47.028,33.302,0.996,0.817,0.057,0.022,0.0,0.054,24150.0,19737.0,0.003,0.048,0.645,0.219,23613.0,0.0,4.147,3.869,5.1,5.1,West Midlands,England,Non-member,Non-member,Member
10007832.0,Newman University,2018/19,0.071,0.587,1.493,0.224,586.65,2.814,0.094,124.266,2.606,38.871,48.544,49.908,30.0,0.995,0.835,0.049,0.001,0.0,0.061,24317.0,20310.0,0.006,0.055,0.632,0.015,22590.0,0.0,5.763,5.377,5.5,5.6,West Midlands,England,Non-member,Non-member,Member
10007832.0,Newman University,2019/20,0.018,0.638,1.544,0.226,573.632,3.081,0.063,137.123,6.573,42.373,54.369,52.208,34.39,0.999,0.852,0.043,0.0,0.0,0.045,23785.0,20260.0,0.006,0.055,0.649,0.015,23368.0,0.0,4.72,4.525,5.4,5.7,West Midlands,England,Non-member,Non-member,Member
10007832.0,Newman University,2020/21,0.085,0.59,1.607,0.217,640.655,3.606,0.135,193.469,11.741,39.344,50.44,46.118,33.794,1.0,0.866,0.047,0.0,0.0,0.025,24124.0,20888.0,0.006,0.058,0.644,0.02,22085.0,0.0,4.397,4.243,5.1,5.3,West Midlands,England,Non-member,Non-member,Member
10007832.0,Newman University,2021/22,0.017,0.613,1.608,0.201,597.062,3.428,0.077,188.693,4.089,39.626,50.799,46.622,33.686,0.996,0.852,0.049,0.005,0.0,0.044,24371.0,20774.0,0.005,0.06,0.624,0.131,23953.0,0.017,4.442,4.35,5.1,5.3,West Midlands,England,Non-member,Non-member,Member
10007833.0,Glyndŵr University,2016/17,0.082,0.578,0.642,0.016,257.505,1.817,-0.01,33.292,-4.345,37.348,43.837,,,0.879,0.719,0.093,0.014,0.0,0.047,35716.0,25675.0,0.022,0.047,0.63,0.009,32787.0,0.0,5.007,4.973,0.0,0.0,Wales,Wales,Non-member,Non-member,Non-member
10007833.0,Glyndŵr University,2017/18,0.02,0.618,0.855,0.005,320.693,1.959,0.075,45.049,23.372,39.983,52.613,,,0.902,0.734,0.072,0.015,0.0,0.052,35431.0,26018.0,0.017,0.036,0.63,0.031,34715.0,0.0,4.752,4.2,5.35,5.18,Wales,Wales,Non-member,Non-member,Non-member
10007833.0,Glyndŵr University,2018/19,0.003,0.614,0.555,0.305,205.367,1.807,0.077,49.788,4.792,39.63,53.72,45.878,34.311,0.896,0.72,0.106,0.004,0.0,0.066,35965.0,25911.0,0.024,0.061,0.616,0.379,35859.0,0.0,5.047,4.337,6.0,5.0,Wales,Wales,Non-member,Non-member,Non-member
10007833.0,Glyndŵr University,2019/20,0.034,0.607,0.328,0.266,125.834,1.7,0.075,63.625,1.459,41.611,54.895,49.764,35.329,0.915,0.728,0.113,0.018,0.0,0.047,36980.0,26921.0,0.027,0.047,0.629,0.106,35710.0,0.0,4.903,4.572,6.4,6.3,Wales,Wales,Non-member,Non-member,Non-member
10007833.0,Glyndŵr University,2020/21,0.069,0.478,0.428,0.199,169.476,1.77,0.274,158.781,15.734,39.595,51.203,44.402,35.96,0.827,0.672,0.196,0.024,0.0,0.023,47052.0,31630.0,0.02,0.065,0.513,0.094,43802.0,0.0,5.152,4.922,5.85,6.91,Wales,Wales,Non-member,Non-member,Non-member
10007833.0,Glyndŵr University,2021/22,0.004,0.534,1.07,0.011,393.473,1.72,0.084,189.63,0.43,41.987,55.616,46.645,38.204,0.694,0.701,0.145,0.033,0.0,0.042,47206.0,33112.0,0.017,0.059,0.536,0.06,47034.0,0.0,4.93,4.603,5.68,5.61,Wales,Wales,Non-member,Non-member,Non-member
10007835.0,Royal Academy of Music,2016/17,0.168,0.437,4.955,0.0,2839.402,2.703,0.066,243.933,94.765,36.343,42.669,,,0.443,0.359,0.209,0.0,0.268,0.026,24523.0,8811.0,0.009,0.035,0.525,0.597,20397.0,0.0,4.953,5.367,0.0,0.0,London,England,Non-member,Non-member,Member
10007835.0,Royal Academy of Music,2017/18,0.333,0.344,3.906,0.0,2774.132,3.359,-0.017,204.547,-139.75,36.515,43.437,40.16,32.657,0.428,0.283,0.172,0.001,0.425,0.021,33872.0,9579.0,0.005,0.058,0.515,0.491,22603.0,0.0,5.121,5.548,4.5,5.8,London,England,Non-member,Non-member,Member
10007835.0,Royal Academy of Music,2018/19,0.038,0.496,5.139,0.014,2527.704,3.321,0.036,235.313,231.5,39.944,47.342,43.939,36.154,0.423,0.38,0.195,0.0,0.256,0.033,25789.0,9801.0,0.004,0.072,0.515,0.032,24818.0,0.0,4.982,5.365,4.7,5.9,London,England,Non-member,Non-member,Member
10007835.0,Royal Academy of Music,2019/20,0.043,0.502,4.969,0.001,2459.971,4.357,-0.108,189.748,-inf,39.311,47.836,44.794,34.442,0.403,0.381,0.187,0.0,0.281,0.023,26159.0,9960.0,0.003,0.072,0.524,0.032,25043.0,0.0,5.24,5.477,4.8,6.1,London,England,Non-member,Non-member,Member
10007835.0,Royal Academy of Music,2020/21,0.184,0.434,5.146,0.001,3078.927,4.92,0.028,329.215,9.215,44.123,53.728,40.511,48.348,0.356,0.332,0.162,0.001,0.424,0.002,30073.0,9978.0,0.003,0.072,0.532,0.018,24542.0,0.0,4.963,5.1,5.1,6.4,London,England,Non-member,Non-member,Member
10007835.0,Royal Academy of Music,2021/22,0.198,0.405,4.855,0.01,3014.535,7.67,0.04,377.553,inf,44.711,54.475,43.223,46.438,0.379,0.316,0.17,0.001,0.42,0.013,32584.0,10310.0,0.002,0.067,0.504,0.024,26139.0,0.0,4.719,4.975,5.7,6.6,London,England,Non-member,Non-member,Member
10007837.0,Royal Northern College of Music,2016/17,0.083,0.534,1.057,0.201,813.183,2.931,-0.0,117.817,-0.011,40.242,50.558,,,0.584,0.414,0.226,0.005,0.161,0.054,21888.0,9065.0,0.019,0.062,0.582,0.094,20079.0,0.0,3.404,3.184,0.0,0.0,North West,England,Non-member,Non-member,Member
10007837.0,Royal Northern College of Music,2017/18,0.066,0.515,1.233,0.172,861.735,3.776,0.075,158.335,2.797,42.07,51.657,65.618,30.448,0.562,0.406,0.252,0.009,0.139,0.05,23052.0,9357.0,0.016,0.065,0.552,0.079,21534.0,0.0,3.304,3.175,3.7,3.9,North West,England,Non-member,Non-member,Member
10007837.0,Royal Northern College of Music,2018/19,0.078,0.511,1.066,0.145,797.038,3.915,0.047,164.629,1.846,43.313,53.06,65.835,31.76,0.537,0.415,0.234,0.014,0.155,0.046,24181.0,10028.0,0.013,0.07,0.554,0.107,22296.0,0.0,3.278,3.147,3.6,3.8,North West,England,Non-member,Non-member,Member
10007837.0,Royal Northern College of Music,2019/20,-0.004,0.577,0.881,0.136,689.509,4.915,0.02,150.029,0.724,42.901,53.777,64.815,31.876,0.505,0.475,0.231,0.021,0.089,0.038,22572.0,10729.0,0.015,0.074,0.574,0.076,22671.0,0.0,3.636,3.607,3.9,4.4,North West,England,Non-member,Non-member,Member
10007837.0,Royal Northern College of Music,2020/21,0.031,0.595,0.849,0.13,760.827,3.296,0.105,192.413,6.195,43.804,54.988,67.133,31.852,0.499,0.487,0.236,0.025,0.099,0.01,22635.0,11028.0,0.015,0.081,0.614,0.089,21940.0,0.0,3.584,3.564,3.9,4.4,North West,England,Non-member,Non-member,Member
10007837.0,Royal Northern College of Music,2021/22,0.204,0.436,1.458,0.085,1083.725,2.989,0.009,167.893,0.44,44.573,56.436,64.939,32.895,0.496,0.375,0.212,0.024,0.059,0.023,29156.0,10945.0,0.017,0.095,0.547,0.305,23212.0,0.0,3.545,3.491,3.9,4.4,North West,England,Non-member,Non-member,Member
10007842.0,University of Cumbria,2016/17,-0.049,0.65,0.947,0.118,330.498,1.467,-0.011,79.065,-0.706,34.645,43.891,,,0.953,0.788,0.075,0.006,0.001,0.054,60333.0,47551.0,0.022,0.045,0.62,0.175,63306.0,0.0,5.253,4.83,0.0,0.0,North West,England,Non-member,Non-member,Member
10007842.0,University of Cumbria,2017/18,-0.001,0.615,1.189,0.124,434.462,1.634,0.051,98.221,4.012,35.018,44.478,47.554,26.28,0.947,0.786,0.076,0.009,0.001,0.051,59133.0,46508.0,0.022,0.065,0.615,0.024,59183.0,0.0,5.283,4.946,5.7,6.0,North West,England,Non-member,Non-member,Member
10007842.0,University of Cumbria,2018/19,-0.039,0.625,0.956,0.116,336.403,1.546,-0.016,74.728,-1.385,35.811,45.477,46.704,27.762,0.958,0.762,0.095,0.006,0.0,0.042,59575.0,45402.0,0.018,0.061,0.602,0.042,61877.0,0.036,5.362,5.079,5.8,6.9,North West,England,Non-member,Non-member,Member
10007842.0,University of Cumbria,2019/20,-0.078,0.66,0.63,0.113,213.962,1.542,0.021,75.253,1.695,36.619,46.941,47.54,28.631,0.957,0.765,0.093,0.004,0.0,0.035,56393.0,43167.0,0.02,0.061,0.612,0.026,60785.0,0.0,5.298,5.092,5.7,7.0,North West,England,Non-member,Non-member,Member
10007842.0,University of Cumbria,2020/21,0.004,0.625,0.686,0.096,252.2,1.963,0.086,110.234,10.37,37.173,48.639,48.109,29.048,0.96,0.777,0.1,0.006,0.0,0.026,61684.0,47929.0,0.02,0.065,0.628,0.027,61435.0,0.0,5.246,4.955,5.8,6.5,North West,England,Non-member,Non-member,Member
10007842.0,University of Cumbria,2021/22,0.045,0.592,1.663,0.081,636.175,2.123,0.069,122.699,10.717,38.11,49.662,48.34,29.983,0.955,0.753,0.105,0.011,0.0,0.033,70324.0,52978.0,0.018,0.059,0.62,0.101,67165.0,0.0,5.432,5.155,6.0,7.5,North West,England,Non-member,Non-member,Member
10007843.0,"St Mary's University, Twickenham",2016/17,-0.088,0.7,1.939,0.057,650.893,1.481,0.032,70.57,2.905,41.05,49.631,,,0.896,0.747,0.075,0.001,0.0,0.127,52328.0,39104.0,0.007,0.072,0.643,0.04,56923.0,0.0,3.654,3.042,0.0,0.0,London,England,Non-member,Non-member,Member
10007843.0,"St Mary's University, Twickenham",2017/18,-0.114,0.717,1.889,0.051,620.304,1.417,-0.035,48.25,-4.449,40.49,49.873,48.833,35.374,0.883,0.715,0.082,0.009,0.01,0.129,52545.0,37548.0,0.008,0.073,0.643,0.03,58525.0,0.0,3.705,3.048,5.1,5.4,London,England,Non-member,Non-member,Member
10007843.0,"St Mary's University, Twickenham",2018/19,-0.004,0.649,1.856,0.047,676.093,1.504,0.072,66.165,10.672,45.722,56.539,46.615,45.184,0.861,0.705,0.078,0.008,0.011,0.146,52362.0,36897.0,0.007,0.083,0.647,0.043,52556.0,0.0,3.281,3.131,4.0,4.4,London,England,Non-member,Non-member,Member
10007843.0,"St Mary's University, Twickenham",2019/20,-0.021,0.685,1.747,0.044,625.721,1.578,0.074,82.056,11.015,46.079,57.62,47.188,45.364,0.8,0.74,0.078,0.007,0.009,0.107,51277.0,37953.0,0.007,0.079,0.671,0.05,52367.0,0.0,4.623,4.825,5.533,5.4,London,England,Non-member,Non-member,Member
10007843.0,"St Mary's University, Twickenham",2020/21,0.006,0.676,1.813,0.104,666.374,1.836,0.116,129.724,6.062,46.319,57.782,48.9,44.533,0.809,0.767,0.078,0.015,0.008,0.091,52080.0,39948.0,0.008,0.083,0.68,0.062,51762.0,0.107,4.037,4.5,5.2,5.9,London,England,Non-member,Non-member,Member
10007843.0,"St Mary's University, Twickenham",2021/22,0.012,0.669,2.017,0.081,746.538,1.719,0.106,132.212,4.562,47.812,59.888,50.073,46.096,0.817,0.735,0.06,0.02,0.013,0.122,54358.0,39969.0,0.009,0.08,0.677,0.078,53698.0,0.152,4.392,4.976,5.9,6.8,London,England,Non-member,Non-member,Member
10007848.0,University of Chester,2016/17,0.066,0.563,0.492,0.316,193.463,1.202,0.176,83.983,4.996,35.545,45.36,,,0.907,0.769,0.085,0.008,0.0,0.08,121266.0,93232.0,0.023,0.059,0.602,0.063,113264.0,0.0,7.624,6.085,0.0,0.0,North West,England,Non-member,Non-member,Member
10007848.0,University of Chester,2017/18,0.1,0.522,0.621,0.279,253.192,1.701,0.137,115.917,4.443,35.347,43.959,38.252,32.718,0.909,0.757,0.084,0.02,0.0,0.077,128436.0,97260.0,0.021,0.055,0.58,0.04,115594.0,0.0,7.808,6.347,9.5,8.3,North West,England,Non-member,Non-member,Member
10007848.0,University of Chester,2018/19,0.049,0.564,0.548,0.258,211.346,1.944,0.098,128.928,3.239,35.991,44.894,39.124,33.203,0.895,0.74,0.082,0.019,0.0,0.074,127251.0,94178.0,0.018,0.046,0.593,0.032,121044.0,0.0,7.835,6.393,8.3,8.3,North West,England,Non-member,Non-member,Member
10007848.0,University of Chester,2019/20,-0.009,0.647,0.369,0.256,134.54,1.951,0.027,121.433,0.865,36.968,48.594,40.658,33.798,0.88,0.764,0.082,0.014,0.0,0.048,119754.0,91536.0,0.019,0.041,0.641,0.021,120843.0,0.0,7.141,6.194,7.8,7.8,North West,England,Non-member,Non-member,Member
10007848.0,University of Chester,2020/21,-0.008,0.633,0.223,0.232,81.869,1.698,0.059,118.672,2.006,37.772,49.605,40.378,35.41,0.852,0.785,0.086,0.015,0.0,0.025,122719.0,96351.0,0.018,0.041,0.627,0.037,123755.0,0.0,6.619,6.229,7.2,8.0,North West,England,Non-member,Non-member,Member
10007849.0,Abertay University,2016/17,0.047,0.656,0.708,0.0,282.443,2.291,0.016,120.736,9.305,37.569,49.032,,,0.762,0.244,0.595,0.033,0.034,0.03,34671.0,8458.0,0.016,0.05,0.689,0.164,33044.0,0.0,4.871,4.405,0.0,0.0,Scotland,Scotland,Non-member,Non-member,Member
10007849.0,Abertay University,2017/18,0.039,0.661,1.287,0.032,500.273,2.863,0.017,96.257,6.247,38.634,48.239,,,0.716,0.265,0.575,0.039,0.017,0.032,33885.0,8975.0,0.018,0.052,0.688,0.134,32549.0,0.0,4.814,4.54,5.7,5.7,Scotland,Scotland,Non-member,Non-member,Member
10007849.0,Abertay University,2018/19,-0.071,0.16,1.066,0.031,373.647,1.23,0.084,53.051,49.339,0.0,12.069,0.0,0.0,0.71,0.281,0.567,0.059,0.008,0.023,34764.0,9753.0,0.003,0.057,0.15,0.178,37230.0,0.0,inf,18.228,5.0,5.0,Scotland,Scotland,Non-member,Non-member,Member
10007849.0,Abertay University,2019/20,-0.093,0.15,0.546,0.318,188.591,2.652,0.014,139.706,11.605,0.0,11.952,0.0,0.0,0.678,0.275,0.553,0.068,0.017,0.03,35293.0,9698.0,0.006,0.066,0.137,0.075,38563.0,0.0,inf,18.657,5.3,5.3,Scotland,Scotland,Non-member,Non-member,Member
10007849.0,Abertay University,2020/21,-0.026,0.749,0.987,0.296,357.228,2.614,0.2,199.49,3668.0,52.124,64.42,49.685,53.927,0.716,0.281,0.589,0.078,0.0,0.012,36622.0,10283.0,0.011,0.071,0.73,0.038,37570.0,0.0,4.221,3.477,5.2,5.2,Scotland,Scotland,Non-member,Non-member,Member
10007849.0,Abertay University,2021/22,-0.006,0.697,1.752,0.265,641.52,3.547,0.139,131.919,883.667,50.761,63.508,47.51,53.564,0.716,0.281,0.57,0.074,0.0,0.024,38177.0,10741.0,0.007,0.079,0.693,0.419,38406.0,0.0,4.236,3.685,5.0,5.0,Scotland,Scotland,Non-member,Non-member,Member
10007850.0,The University of Bath,2016/17,-0.01,0.541,1.887,0.579,692.864,2.288,0.098,181.718,2.71,38.621,49.289,,,0.58,0.524,0.12,0.132,0.011,0.111,266960.0,139894.0,0.019,0.09,0.535,0.091,269610.0,0.0,10.383,9.799,0.0,0.0,South West,England,Non-member,Member,Non-member
10007850.0,The University of Bath,2017/18,0.013,0.54,1.917,0.866,720.559,3.353,0.115,300.671,2.953,39.983,50.842,48.648,34.051,0.558,0.531,0.111,0.129,0.01,0.112,288142.0,153026.0,0.026,0.089,0.547,0.16,284309.0,0.0,10.204,9.677,11.9,12.2,South West,England,Non-member,Member,Non-member
10007850.0,The University of Bath,2018/19,0.02,0.533,1.846,0.819,699.149,3.485,0.122,290.936,3.026,40.309,52.024,49.434,33.929,0.553,0.512,0.113,0.128,0.03,0.112,309744.0,158440.0,0.034,0.097,0.544,0.159,303481.0,0.0,6.475,6.747,9.5,9.533,South West,England,Non-member,Member,Non-member
10007850.0,The University of Bath,2019/20,-0.042,0.595,1.866,0.822,664.738,2.224,0.076,257.087,1.776,42.011,54.904,51.846,34.889,0.554,0.549,0.122,0.125,0.007,0.091,297661.0,163481.0,0.037,0.11,0.57,0.202,310303.0,0.0,6.451,5.883,7.8,7.3,South West,England,Non-member,Member,Non-member
10007850.0,The University of Bath,2020/21,-0.123,0.6,1.999,0.84,661.026,1.92,0.122,250.674,2.895,41.2,54.748,52.655,32.854,0.59,0.559,0.136,0.128,0.008,0.074,289452.0,161836.0,0.027,0.165,0.534,0.121,324994.0,0.0,6.578,5.918,7.8,7.4,South West,England,Non-member,Member,Non-member
10007850.0,The University of Bath,2021/22,0.108,0.495,1.948,0.641,807.885,2.995,0.136,241.577,2.884,44.038,58.139,53.94,36.76,0.569,0.491,0.185,0.112,0.006,0.101,361782.0,177592.0,0.027,0.109,0.555,0.075,322748.0,0.0,6.245,5.659,8.0,7.3,South West,England,Non-member,Member,Non-member
10007851.0,University of Derby,2016/17,-0.004,0.572,2.012,0.25,732.237,1.026,0.147,62.848,5.175,33.262,43.708,,,0.852,0.719,0.121,0.014,0.002,0.084,164763.0,118414.0,0.02,0.085,0.57,0.242,165415.0,0.079,6.464,6.177,0.0,0.0,East Midlands,England,Non-member,Non-member,Member
10007851.0,University of Derby,2017/18,-0.006,0.568,1.91,0.306,693.22,1.258,0.151,86.927,7.263,34.562,46.355,37.782,31.901,0.833,0.734,0.115,0.013,0.0,0.079,178344.0,130883.0,0.018,0.081,0.565,0.164,179413.0,0.035,6.655,6.04,9.4,10.6,East Midlands,England,Non-member,Non-member,Member
10007851.0,University of Derby,2018/19,0.034,0.512,1.857,0.273,704.446,1.502,0.11,99.248,4.805,35.563,44.396,37.546,33.833,0.827,0.711,0.115,0.009,0.0,0.075,192453.0,136824.0,0.019,0.097,0.53,0.077,185842.0,0.0,6.608,6.262,9.0,10.2,East Midlands,England,Non-member,Non-member,Member
10007851.0,University of Derby,2019/20,0.018,0.558,1.728,0.28,645.759,1.833,0.096,110.963,4.274,36.346,46.807,42.82,30.71,0.839,0.734,0.103,0.011,0.003,0.061,193812.0,142202.0,0.021,0.086,0.568,0.046,190350.0,0.0,6.713,6.495,8.7,8.8,East Midlands,England,Non-member,Non-member,Member
10007851.0,University of Derby,2020/21,0.074,0.517,1.603,0.302,636.096,2.486,0.179,179.89,5.635,36.641,47.09,44.017,30.039,0.819,0.746,0.098,0.013,0.001,0.055,201211.0,150138.0,0.023,0.106,0.558,0.035,186263.0,0.0,6.659,6.434,7.7,7.6,East Midlands,England,Non-member,Non-member,Member
10007851.0,University of Derby,2021/22,-0.026,0.54,2.363,0.3,844.156,2.226,0.195,226.966,9.351,37.899,48.644,45.368,31.325,0.794,0.727,0.106,0.009,0.0,0.06,197913.0,143804.0,0.024,0.142,0.526,0.053,203044.0,0.0,6.544,6.332,8.2,8.5,East Midlands,England,Non-member,Non-member,Member
10007852.0,The University of Dundee,2016/17,-0.032,0.584,0.701,0.014,293.174,0.911,0.061,73.634,7.379,38.515,48.985,,,0.505,0.194,0.334,0.312,0.01,0.035,244365.0,47370.0,0.01,0.077,0.566,0.057,252261.0,0.0,6.075,5.43,0.0,0.0,Scotland,Scotland,Non-member,Member,Non-member
